customer_no,store_id,id,uuid
201700-002312,CHANDOU,3282,fd076a2b-cae9-4579-8511-c73ea0cd0bf8
201710-001577,Chandou002,5110,255b5d7e-a68c-44cf-b95e-6e0439154da9
,CHANER,2757,455beef5-4525-4bd3-81d7-c3e4bbd5d0a1
201711-001859,chang1984,5482,3f455334-00fd-468b-b1bf-23ea85ed2794
,changen,6227,2731ae4a-9278-4b8e-8da7-adc1abe6c2ca
201700-000319,changex,749,76b44a27-7e43-4852-9149-715e820f0960
201711-002222,chanteaz,6097,a7aa0c7a-b392-4968-a2f6-dba28e1ee2f3
201700-001352,CHANTEZ,1917,da7229e1-8545-451f-a9d5-60f48359b5e4
201700-000121,chanwu01,866,823aa13b-ea72-4d8d-b8aa-973c50374ca4
201700-000193,chaocafe,902,85243a98-1a7c-479c-a28f-55aafb119565
201804-011280,charlottecafe,7183,6c983c2e-4726-41ea-8cdc-8f3f569a7602
,charm,4571,a04469d8-c348-4711-af21-288253b8e3dd
201802-010379,charmvilla,6239,9046eb71-40fd-4bc7-97d1-a8b75d5b61cb
201711-001874,charmvilla8,5325,aeee0944-8ece-46b2-926e-7442501e7961
,chateau,5486,3158a21d-a504-499e-81c6-fc480c75515b
201700-002469,cheerfor1,3431,bf517754-0595-46f1-a02a-6792a1aed1ac
201811-016227,cheeva,8844,fa46d134-b281-40bb-9493-dd3959155ea7
,chefopenfun,6240,62e594fd-487b-4a1b-8780-e95d10f1a99c
,chefs,775,4c63abf9-d5ce-4d23-9501-e6486e1c860e
,cheftim39,5826,b88f61d8-da06-413c-8f8c-285ab5561fed
201810-015357,chen156,8830,8e29e4bd-48ac-41da-893a-49ffdc813d9c
201700-001679,chen26315790,2352,7fa0cda0-b3aa-4091-a4c8-d75bc54a8333
,chen42738564,7705,2b0f5aed-1073-4df9-80f2-6be6164a7dca
,chengju,7955,fcd27b9f-4709-4777-8321-9d9e081fdb27
201700-000349,chengmach,904,5162e0a3-f7d8-47c1-beb0-c5dca51fc675
201808-014326,chengyi,9098,c94d95ff-dd61-4823-a196-8f53afd9ce6c
201806-012675,chenjenjen8,7197,e591ae79-8544-4d2e-a39d-25e842799708
,chenlian7835,6836,914fd485-bf81-4811-9fee-f3ebd0d7d2a1
,chenmi,8477,69c3db15-78b9-41fe-a906-07c5427fda35
201801-003142,chenpochih,7979,66932450-5db6-49bb-92af-4e6e8f599e10
,chenwei,4428,b45c8877-2c12-4cb6-98b7-79048f19e8f4
,cheribibi,1154,937daa85-d0a0-4c94-b986-75cdc67ad25f
,cherry,7836,6e529763-223a-498d-aa95-08919ac253ab
,cherrycafe,4515,79012323-db01-4b4a-98af-f420186db071
,cherryhouse25325552,8409,6560b911-ffe9-45b7-b97e-4055f6e996e0
201700-001397,chezfen,1955,0b711ae4-99dd-4071-9641-416fc6399aee
201700-000396,chiangfuyan,959,4f4a8612-c129-4fa8-8bf7-4f6450b88372
201709-001161,chiangs01,4858,a49c6afb-c969-4703-b50d-ee0e3ed631b7
201803-010547,chiaoshia2,6672,c4115029-45cf-48a0-aed7-3507c5dfb660
,chic888,7451,b1d808c8-69d6-4b6a-926b-cb8d913f1e2e
201709-001202,chickenbox,4945,704e5155-3b72-49c7-9e4f-7f392f3abd37
201700-001391,chico,1912,870985a3-e346-4ae0-93c2-26736b41cad8
201805-011798,chijrde,6861,27d48043-c91e-45a6-b174-9279eb896ee4
,chilachili,4292,97ccaf94-28fe-4986-9b1e-62495a02c45d
201805-011970,childhood,7052,92d2776d-19cb-4bae-af0d-87f48454480f
201700-000645,chili,472,01537155-f4e0-436e-85f4-8a5267da66f7
201806-012474,chill23,7128,bb942318-ef6f-47ed-bb02-0b91f23e700a
201807-013581,chillax1544,8109,6b3cddf4-6ed9-4963-968f-0e32fb0d02c8
,chillburger,4598,9a9b32d5-7a4d-4cb5-80e6-4a6e71f9c5fc
201800-006026,chilliesin,6195,958440f3-fc73-4892-be30-9f57dc80808a
201806-012864,chilliesin2,7329,9778f71b-ecf2-4b6d-88c4-e5d3dd610913
201805-011786,chilliesin3,6933,6ef040c8-10d9-4f13-86d9-44d60dd769c5
201700-002684,chillight,3989,d95a43b4-e944-44bd-b09a-cc954ca0d518
,chin20130428,8781,c5f21fe9-9b3e-4d14-add6-fe77ff9a8a8e
,chin20140217,1776,2301d84e-cf35-4105-b142-f65933b41191
201700-002843,chinesewhispers,4203,e772f4ef-aa84-4ca2-a4b6-13cb4313a901
201809-014540,chingchun,8325,d75e99ff-321b-4d92-8178-b86921d955a3
201707-000427,chinying0815,4412,6604754e-f226-4a19-a6e8-e1ab6ffd056b
201811-015824,chiropractic01,8770,00b80674-109c-47aa-9414-3e1c3928c27e
201810-015578,chishanramen,8689,d4ffbb39-ff74-4652-be6e-92c2ade2e006
,chiya,6354,1c470621-1147-432b-8cb1-1ec64bea1540
201810-015617,chiyuan,8632,c09d8929-12b5-41cc-9f7e-5ec7f11536ed
201810-015510,chlote128,9015,90e2f372-720f-4fa6-81d9-baea27d64afa
201700-002555,CHO,3704,012ad07c-a5e2-44d0-829e-48dcdc56aceb
201700-000280,cho01,568,a77deae1-ac27-4eaf-bd09-c4218a80b1f4
201808-014064,choccymetal,7989,4d97da52-e66d-4ba7-82a2-dd7c705faa51
,chochin,5009,eb4658e9-6e12-49d1-b9c7-89b077e430b0
,chodoiidpl,4418,7a093608-f36f-4ea1-85f3-23d1e040f788
201807-013378,choicefood88,7561,5289dbd8-5816-48c2-8ee5-7d6e53b79567
201808-013938,chongaiwoopen,7753,a52420bc-5a7e-46ec-aa1b-f5ebf7c8bdfc
201707-000551,chongxiramen,5040,53b2649a-077e-4f47-8833-004eb53fe6a5
201811-016186,choosygourmet,9018,870be6c3-3a79-4484-8d19-66e4a1e9657a
201700-002901,chopla53,4406,50491ffc-3b96-416c-82ab-8dc1cc110e78
,choplapark,8290,b383c580-9b85-447f-ba0b-403be93809b7
,chou2301,7061,a320de5b-3e37-4082-8e74-24996898b409
201700-001527,chou6472,2132,8f0d554f-e806-4c62-a146-d40f5d6498d7
201808-013781,chris0936671116,7687,a74ed059-b1b7-4c2e-8389-1cfefa1ab9fd
201700-000512,chrisshow8888,190,79f43f82-7b6b-46fe-9589-5226eca3b3b8
201805-012238,christmastree,7026,c7c80184-7af8-4ec6-8db0-3c21d911e99e
,chu22026100,6998,9acd77e5-35f2-4237-9d29-eed49abbb5e7
,chuaka850,8055,878a8bb5-a00a-426b-8a4f-c87b20ef47ec
,chuantangbooks,7701,f8f03a89-131e-4589-a64f-e1162daae3b5
201700-000523,chuchuan,218,e6c4fff4-443f-426f-af17-2604319ac656
,chudo0330,4272,5ab9fa9a-d4af-48b3-b4b3-5e35ec6452d6
201700-000080,Chun,1303,db0904a8-dc7c-4fca-9a61-f99515c8e3c7
,chunlin,7541,942e0baa-1ec9-4409-b068-e8533c9356e7
201709-001134,chunmei,6396,7ab98e02-0128-4489-87c3-9a7af66d0c66
,CHURROK,4068,46cb6fe9-a8f0-4e24-a8d1-fdf0c8da71c9
201700-001994,churrosweet,3598,d1f55b06-e717-4e89-8e78-fe846f8a2aae
,chuucoffee,3505,9b6aad01-a666-478f-8543-1d53bfc97b60
,chuwaheiyofenchia,4772,a05689ce-36e0-4b7e-9333-1d8d529d58b8
201708-000709,chz26001388,4691,e6f4817a-23bb-44a8-9d49-9552e3fd3524
201700-003092,ciao,4544,265f9e19-4b60-4aba-b402-345b32df667d
,ciaociaocafe,7613,c8367e08-4f58-4746-aaf8-044a263e53e4
,ciaoyu,7882,73f6c3fe-b519-4371-b2f5-8d95c2dd31c7
201700-002354,CIBOCAFE,3306,298aedfb-85f6-4fb3-bfa2-56bda9f00e22
201700-000460,CinCin1616,75,a66a15ec-f75b-429f-86da-cbd484431fc7
201802-010245,cincinosteria02,6117,182b60a6-dfc5-47fd-96ff-0a5800f2fbad
201700-000136,circle88,978,f3cfd6c3-0e49-415a-b1bd-6c5d5287c401
201700-002893,CIRCO,4300,b7d59636-5186-459a-a9eb-c3db72f0ddee
201707-000593,citrus,5298,b1be5d1e-c654-4da1-bb24-be3c6a61c894
201801-003219,citunstore,6262,560729f0-0db1-40db-b732-d45ea99bb020
,citytripper,8988,3beefb1d-e349-4874-aed9-c290bd27cb6a
,citywash,6011,1a936064-375a-4ed2-bc56-4a2cdb9d5270
,cjw075310805,7741,1ebf4744-07c1-4a60-93e3-ae51f610fd32
201808-014265,ck19821207,7934,e72c3545-14b7-480e-ab5e-a41bcb83cd44
201700-001946,ck288,2809,6c98be44-0e3e-454f-870c-df38693b1086
,ckb6620,7201,f4edcd7f-49e6-4042-99d9-cdfbbe383f49
,ckclr,8179,7acdd50a-76c6-4156-b34b-85f1c6a29f83
201700-001152,clap,1506,7f7bd837-770d-4d84-a754-871078537f2a
,clapcoffee,6439,3f43c20b-1813-4344-b7bc-2d337c08c019
,classic,4124,e1bb16bd-ac5a-4b59-8cfc-491bac88c6a8
201700-003459,clinn157,5022,0e7d87bd-9625-46c3-996f-54e7fd80bcb7
201700-002758,cloud9,4093,4d00f197-16ed-4204-a8aa-d81cb80ec443
,CM,3275,9304473b-6b78-4ff4-98f8-eb0c750a4ef5
201700-003725,cmckyoto,5466,3f41554f-1b36-4dcf-876e-afad93c418ab
,CML,5678,b9adae08-29aa-4d84-8450-7e7311c055e5
,cml2,6781,2c1e45da-3a85-4d8c-af46-3719fbfb35d8
201806-012936,cml3,7300,404e6378-b2e3-480b-8475-3281795a6d15
201700-001226,cmykgallery,1645,99313c2f-a6e7-419b-9c24-a1fcdfd7fc19
201808-014199,cocobrother,8265,e89334ce-7387-4987-8411-9c42a1bb8c89
201801-002831,Cocokara,5882,930cab14-8ee7-4afa-8fad-1c7e30b53aeb
201810-015202,coepi,8531,eb4ec2f9-beac-4c49-ab31-28391eb3078a
,coffee32,8766,c8681511-8613-420f-919c-57ea5938f587
,COFFEEANDTEA,5497,98a5206d-cf38-48f5-ae5a-2a38f37112d0
,coffeeandwork,4847,94a62f0e-ca6a-43ca-ac59-578b5f85668c
201811-015902,coffeeboom,8821,c9c634f6-196a-43ca-b06e-4adbc52d2b34
201811-016396,coffeedpt,8935,d917332c-2796-43bc-b463-a20d8821f60b
,coffeeforthefuture,4574,b6b0de63-9381-4870-8f50-0f740ce83445
,coffeeinn268,6295,d0857eb8-b7c5-4bc9-9f86-1479b09d85f6
201700-002652,coffeeleaf,3872,75646873-3f9a-4780-bf15-495284b5760a
,coffeeloft,4719,b01306c0-8b35-4e2f-a822-2f1dde57c641
,coffeeman,8556,49a19521-ffcd-42fd-83c6-f917c32401e8
,coffeerun23646963,5735,9724e1c4-7fb6-48dd-bdc4-e52a17989c78
,coffeerun23681333,6550,9821b7fd-3418-40b5-948f-308d47e591bf
201700-001084,coffeestandbyme,1411,4edf113d-ad01-42d0-8633-7187e2ffba74
201700-000727,coffeestopover,707,07ab773a-e1bd-432d-885b-b06613b5256b
201700-002638,coffeetennessee,3913,f9f2c41b-f2e2-4f21-bffd-6a5c96755de2
201700-002836,coffeeva,4209,88c5e9fe-80cb-4b0f-bc68-2863db821020
201700-001918,coffeeya,2770,26ab15c9-1d4f-45d5-ab4b-78b44660ed35
201700-000324,Coffish,507,dc55a53e-6e0e-4233-b127-7c1655df7e00
201801-003089,coindesophie,7778,fe544eeb-fe45-4e2f-ae39-1e2c1ac15583
201700-003107,colorbobo,4608,4f13d279-fe34-45b8-95b2-47fc39b401b1
,colorbug,8608,23ffb2b4-6d38-4536-a027-cfe72c1cc3c0
201700-001100,come486,1441,e8c29b8e-cd39-45be-81f9-589aa6cab893
,comean001,6972,8a39532a-66df-4e83-8c1b-337cad951e78
201803-010565,comeapizza,6366,07ba9e8e-6374-46c1-8836-6fd166e7f029
201700-001908,comehere,2773,1d4631d4-4ca9-464b-9173-b0492570a3d7
,comeone,8103,f90a6f2e-9b1c-4722-a034-e87b81fdb8ad
201708-000841,commons,4746,a370bc64-9e11-4953-b564-ddbf4815e338
201712-002699,communitycafe,6375,421f7cd5-16ba-47aa-9c3e-b0d9b44db6b6
201805-012120,confitremi,7970,c5820884-ca24-4316-9056-0111ed4e49f3
201712-002747,congee12,5786,81b169b7-80aa-4c7d-97a0-448ccbb3f575
201805-012363,congele,7686,ab720b9c-cf5a-42bf-a8ce-c30e7a8ef291
201700-001883,congratscafe,2727,0d87ffcd-c1b3-4bde-94f8-d471e68e5808
201810-015367,connect01,8479,7e5077aa-aff8-4340-8054-2c27776fab96
201700-002236,conscience,3190,bec500d6-81a0-48a8-a228-871784b72b80
201700-002152,continue,3117,35da9d0a-34b5-42cf-b963-0079c685b3d4
201700-002255,continue2,3214,159eb2c3-8d9a-4973-b49c-2c36e308aeb4
,cookies79,4557,f19a9d2a-2fdc-441a-8f75-3bc8472e158a
201806-013018,cooktable,7349,6496c745-a283-46a4-8617-645fa2722440
201800-004061,coppefactory,5991,783039ed-6531-44f7-b70c-34dfeadaeec8
,copperandco,4473,e80d7507-3f6f-4404-8501-2d4f3850dc94
201700-000089,coriya,1507,c55a64c8-75fd-4842-a2ff-d691cb4c72b3
201805-012180,cornergreencafe,8352,baa9c7e9-15a5-40df-97eb-0513e3426cf9
,cornerin,2778,b64ed0f4-b1cb-41ad-bc47-7a1465cc6c0b
201700-000903,cornerwalls,1147,b4896182-a806-41b2-a140-d290469f218c
201709-001172,corridorcafe,4941,7ce285f6-e58d-42aa-a435-d43882e90a9d
201700-001494,costumice,2105,b49cd0ef-be77-434f-963d-6a95d6907f2d
,cosync,6846,318c3ed6-2ec9-4189-b47a-28b9b221e306
201700-002719,cowoneglass,4030,60c6d82e-5147-41e9-9dd8-64cd619546ff
201700-001863,cozy,2710,ba1d78d7-6c83-4075-8a80-65bdc0719186
,cplus10,6469,628373b2-daeb-4113-8d08-7f1d07f3f15a
,craftedzhishan,6982,1a1f1d7a-1f80-4601-8ea1-df02f8e60766
,crazypark,7374,fefceb8d-6aff-4be6-9c58-2a7ae2f11494
201805-012178,creamcustard,7127,0804c6a6-c3e0-423a-8bf2-0bd7d1303cb1
,crewsdessert,8267,aacafaec-94a1-4e02-b70b-c8cf72cfbd2a
201810-015494,crosspath553,8700,5a06c188-2e38-40f8-b78b-862ce0762bdb
201809-014963,crystaltw68,8528,be4f0bc2-99f7-40ca-a031-5bb71673832a
201700-002315,CS0069,3271,96d1e4fd-db17-4b9e-b223-1843cda2c5d7
201808-014415,cs0099,8098,b9811c83-c7d0-4f39-8ef2-a72131bcb3c7
,cs1,9092,ef7345b8-b47b-460a-aa23-13dcadaeb2f2
201811-016016,cs2,9093,ccd9abe7-4232-448f-b256-d882058c3548
,cs3,9094,fb40611e-6a8a-4328-9f46-55ebec095456
,csfoods,7950,b36983d6-9dc8-49f4-a59c-160ff25d042a
201811-016010,cshp3988,8858,25e984f0-9b46-4fbb-81dd-05bfd4ccf810
,ct02b22,7196,f0c17e96-1a29-46ca-b01a-1ea4f2d8b2b7
201812-016790,cucina2788,9166,e85ca23e-470f-4763-94cf-59cf7636ac1f
,cucina470,8014,e535a9bc-1f87-4a2e-a6ca-1df9f77a971e
201700-001571,CURAPIZZA,2206,ae7496d2-1249-4235-98d0-52d57ef98845
,curry1,6471,e25d909a-f06b-40cd-89aa-c81c63e3b048
201700-002041,curry1116,2960,df154451-8b0d-4ad8-b2e4-cd2a67d41ef1
201708-000753,cute72341554,4676,58ab422b-2288-436b-9469-aa027c734cff
201803-010949,cutehouse,6402,0284685c-17a4-4b12-b783-74fff4e73cc9
,cuvee,4821,3dd315b3-d938-4593-9e9a-66cfaaecacd1
201700-000353,CycleDummiesPitstop,927,a807d049-ae0f-45a5-aa5a-12f43643508e
201804-011323,cyclo01,6888,46672e66-acf1-4074-99c7-2e2961eb340c
201700-000069,cyclo02,558,e930d882-2379-4b46-88e5-498ff1d05be9
201700-000185,cyfbk12345,856,9e4dcb1d-8bbb-4a74-8043-943353bbae51
201811-015815,d232583,8854,31ef8065-ff59-4a5a-95ba-ea301f329674
201811-016355,d24481393,8908,06931aae-18aa-44d2-b579-4b9bee0efbbf
201810-015274,d70461336,8694,4132a8cb-b7bb-4bee-be23-459e993a0c69
,d750322,8353,9362a7b1-34d2-4bdc-8553-6243608125f5
201809-014600,da25181499,8082,ad1b54e2-ea12-43f1-9746-901b15ffeda7
201712-002391,DAANCRG,5593,e570cb2d-3036-4c3b-bbb9-b78db7aebb62
201700-000656,dacai003,499,6b287025-ea45-48a7-855f-fbd459a8a14b
201807-013109,dachangwoopen,7466,5c4407b5-db66-40a3-ad43-65a1679c2991
201700-000943,DACHU,1202,50201db1-a582-40f9-a899-162adf494e1b
201807-013350,dachu01,7625,58ff69c2-fc0d-4e21-a040-b87f3bcb23f6
,dachu02,8017,e1d75b8c-64c6-4c8b-a7f1-b12b7eb88881
201700-003719,daddydukitchen,5521,95813c15-0005-448a-8a45-7433eaf13bd3
201700-002488,dadongbei,3569,c8c67e3f-f437-456b-a16b-d8223946d736
,daduhuei,3707,9aea91d3-2990-416b-8f5f-505ac636c76e
,dafa888,6005,9b469401-8f21-4073-b724-ef8591eb911e
201700-001731,dafanbao,2439,71a6d167-ebf0-47b2-b7b0-9ff7ab6fcaa5
201804-011711,dagang,6805,70badfca-34ba-47d3-92ad-7bcd21e11e8b
,dagangtown,8951,e6f8cdd7-3621-467e-a498-77d83fd2641d
201805-011800,dahongpao168,7306,8f16c33e-1394-48ce-b2e0-ec98cc672ffc
,daily155,8894,f2ad2249-cfd5-4d9d-a16d-6dfce30341c2
201700-002458,dailytable,3502,4c900865-c465-43ac-adc6-be013f898af9
201801-002865,daisycafe,5834,ab7f0359-35ad-4405-9d4b-3f68ceca0008
,dalongcake,8240,ff1ba4b6-e233-4215-a81a-607e8e139570
,dalu,8206,b45b1cf3-259a-4fb3-9bed-a70805ebdbd3
201808-013772,danceshie,7931,2686e264-b7e9-44cf-98ab-65a48e0a6783
201700-000882,dancingelephant,1109,e54feb35-d6b9-498d-8d64-77d939b5c4f8
201811-016160,dancingpig,8882,606a12b5-ea06-44d6-b493-6d55a470320a
201808-013951,dancingtea,7900,e407f66f-0410-44c7-9295-ffbe80fe4291
,dancingwheat,3838,2fa4e5db-f2c9-4d62-aaa6-e0f3d34ff73c
201809-014948,danma733,8317,047758da-eac2-4706-9d22-6b06b8a333c0
201805-011823,danny666709,6856,2c480431-b5f2-4605-b47d-1595af7a0ac3
,dannybrunch,8958,b57fe7ae-e149-4aa2-9fec-28c57eadae52
,dao7781,5380,54695bee-b089-4652-9749-6df5873f66f8
201806-012694,daohsiang,7493,2ca5ea5b-791d-40bf-bb54-f733814ed79f
201808-014186,daohsiang1,8208,4bfd6d3d-e6ab-48d6-9d58-7f5e6d6ec18d
,dappucccino,8349,fb14866f-35c5-4500-a7c8-a312291ad358
201802-010365,dashuskitchen,6451,b4c23806-7ef9-485f-88ca-64ea2b756259
,dato2016,4107,002072c3-dd92-441c-a349-413be9a6feff
201700-001591,datou,2235,b0622f2f-26b2-4704-9e88-78c90175bfe0
201804-011112,dawn,6556,860ff614-e192-4ff0-8af2-da9c65745589
201700-002861,dawn22555123,4267,e621ee50-d5e9-4bb3-9964-83316c55ba76
201700-002440,daybreakhouse,3468,bd5bab4a-ac44-471c-89e4-d0af91722d74
201700-000433,Daylight,889,14dbe363-e596-421b-8802-54eee77212ee
201700-001210,daylight1,1617,49374101-e68d-4927-9c81-6502d11ba112
201700-002126,daylight2,3050,89606e58-f6fd-4e01-a0a8-6bf78c9d65ec
201806-012935,daylight3,7375,15142c1b-6c65-402d-9395-9edc4aa19938
201801-003107,daylilytaipei,6176,b95575f9-9f5a-4711-8a70-7d79c746a5f3
201810-015072,daytimebreakfast,8426,50d13d8e-e18c-4b66-9aa6-f4a7f1105e4b
201803-010787,dazzle,6598,0dabd280-5f50-4f94-bafb-1e131a189b0b
201810-015468,dc5035,8690,b08bcbaa-6033-4f1e-814e-1e1fdadbcb7b
,dc98422133,9066,fe30ea37-4395-43c5-8429-e14f4e3f7a41
201804-011601,dcmc,7264,0b575a61-e3a4-45a9-8522-7632b7096700
,dd2904968,6408,233a90cc-68c2-4fb8-ad27-ba6caabe8916
,ddao7287,8685,7e0d52f6-8c06-487d-9bb5-28e7c261317b
201805-011967,ddg01,8469,db6d1171-cca0-44de-81d9-4e4c95708b3d
201700-002815,dds085,4173,89ecd655-39ab-4ade-a949-312e212dc8b1
201805-012130,deararrival,7083,872f021a-6078-427b-a8c8-2d00b095c081
,dearcoffee,8510,10cafc22-6cc6-4968-b51e-73582b61bbfd
201700-001262,dearsushi,1718,c128d9d0-5ee1-422e-8d7c-a3671e28a7b6
201809-014716,dee,8268,a1de4dcb-64f4-4be9-aaed-3dea3f68ae79
201807-013227,deer1227,8337,140ea0d5-4030-46a7-8d6e-84af9bd5ce18
201700-002774,deerchew,4137,aa6dcb21-ef71-4265-a2ca-47ddada8b010
201807-013668,deesco,8312,4e40be9d-f1eb-4122-89ce-1c1c24d73dda
,delin,1270,0590fc40-5c90-44ed-bf59-36d7f4dff555
,delisoys,5708,6ab4a550-e900-42fa-81c4-98be7a6ae435
201709-001364,DelleBakery01,5278,41e24cbb-a8ce-4371-8779-bb6ef85212a1
,denis,9269,c14583c1-81e0-4c98-9362-497680aafada
201700-000621,deplace,409,ca500ecc-53d3-4a33-96ec-776526e86594
,depthbespoke,7650,1f8d0002-e3ce-451f-b967-4846bea75e23
201808-014418,derailcoffee,8025,7811f01a-d7b7-40d4-b7c1-bd8ee7f7d4ed
,derake,7843,9bff734d-4e2b-4b70-ae6e-bc04ec996759
201808-014143,desglaneuses,7973,126ac814-3744-412c-911a-6a37520b9fd6
201807-013543,desolatecoffee,8485,cd0f1968-cea2-4421-814d-2b287eb99993
201708-000786,dessertstomach,4893,1335aa22-cafb-4746-93ed-f0908bc37b79
201700-001973,detowntp,2869,80356b64-d2bb-4922-b483-00d05c01d664
,dety82161186,7099,b182f7c4-c3c5-4e39-b690-c4c0c183e7d0
,dezato,5531,ead0049f-68aa-48c5-a217-e70cb318f627
201700-001371,DGCAFE,1893,cf0b9ea3-867e-4e7d-9ae9-97f7a4646957
201700-002194,dhcafe,3184,f5766b2b-410a-4cec-86b5-7653921a9fc6
201709-001163,dialog,5047,640fc1bb-ceaf-484a-b722-71f56f966dda
,diamond1,8986,ed494fb6-7022-4d50-a525-9f83a9123dd6
,diamond325,8723,37aec3d7-6591-4048-b2f2-7082cd225aa1
,diantsan,7786,d529cdbc-6632-4ea9-8ccd-5031432671f7
201807-013074,digin,7505,678a048b-2028-4196-8501-1bf36dbad92d
201810-015251,diner1001,8476,0936f3e8-b8c1-4c2a-a562-0ad2a73c1044
201712-002456,dingshan,5621,2e6ae829-dfaf-4dc9-87e9-4a8238353d4d
201700-000876,dingwang229,1093,f4d9cee2-dec4-4bca-9127-a6860ae7010b
201700-000443,dingwang251,196,e8aa5459-ea73-4677-b4cd-1416dd893ea5
,dino,4169,45e7cfc2-d5b2-4215-b509-6009578f72e5
,discoverycafe,4369,894d0ba9-0419-4d3c-9e3d-0a20d57d4f5c
201700-000516,dishes2252,207,b8938022-1d42-4371-a683-8c89bb402743
,dissyou,7305,21e41d6b-f3c0-4e94-844e-234f8c11489d
,districtonetaipei,4729,1d8ab228-3805-48af-9292-2e26e8b615e9
,diysherrly,5945,2e98a1e0-fd31-47a4-90a0-dbea8d8d0116
,dmaisiecafetp01,2848,080a43e8-5e18-46bb-b058-bf93596f3bed
,dnsbistro,8514,cfc52f01-2afa-41f6-86c0-580389d1710b
201700-001334,dobby0507,1839,c871b629-7240-4bec-b6cf-d8a0283654b0
,dodobreakfast02,7185,eeeda49c-e994-4de5-9f0d-a103fa0d77ad
,dodoeggwhite,7633,2c529079-3b49-4f8a-90b6-9ef84a629e25
201806-012827,dodoli,7456,625260cb-2c89-48cc-b4d7-3f4463a15b1d
,dofufamily02,7252,4f633097-ab15-41c1-ba7b-f01f48963578
201700-003032,DOHO,4488,b7fa9b3f-6a52-48b2-86e4-89812bd4885c
201802-003429,dohocafe,6275,6cf78a6b-a4dd-47d3-a2ac-3a17bd99d1cf
,DOJA,2842,2080cfb8-5874-4fad-9287-5992a5ecdd24
,doja03,6313,c7987526-aec1-4a4d-83f8-094a62d4f5e6
,doja205,5345,9fa29d7f-6d20-4ba5-99ba-97e5c67d9c92
,doja209,6813,638b4707-a4dd-4b3c-b7bb-877adc4702be
,doja236,7426,8f021412-a0d8-4b89-8331-ebda5d1b3c61
,DOJA25,3573,8fdee495-8bfa-40c2-97e6-f4773b3a1c8f
,doja3141,4831,2858cbea-9902-43a0-9e08-07b5ae95fef0
,doja443,4307,8bbddac2-ad49-4fe0-b33b-5200c2478c46
,doja5chia,3848,8ea920c1-990c-4c96-98d2-9c1893827633
,dojacj,5901,2eba2fa6-bb4c-40eb-9f84-a01fc6661e48
,dojakd,5992,8b7b0094-5da3-4368-86fd-0de60dba0f18
,dojapingtung,2222,628b569c-d9b3-4f0c-8c8b-02017a972941
,dojapingtung2,3594,96add7c1-5e36-4a2f-8b47-d628c8cc65b1
,dojarayon,3665,f3d824f5-d161-4853-bf8d-8ddf1343cb50
,dojatn01,5979,938f08ec-5fbd-450e-9815-7097a291b475
,dojatn02,5807,3896407f-f3e7-4d53-8f27-b1b9de95925d
,dojatn05,6619,ff164724-3ce3-48bb-b857-b6ec008a248a
,dojatn06,6692,d98d3df0-df5b-4494-b36c-445d42cc0743
,dojatn07,7636,26e197b6-58b0-4d41-ad0f-e6d08fda63e9
,dojatn08,7634,14f29e3e-ca7d-43a9-b94b-bbf0f1915466
201810-015280,dojatn09,8547,cf9376a3-70d7-498c-94e8-08cb5286967d
,dojazy,6222,0ee6c2b1-513d-47d0-ab0b-4f7d00952f69
201811-016161,dolceluna368,8840,7a191b18-d347-4232-a816-2cf844e6aefe
,dolly,6754,e102d921-fe5a-4220-9a94-6ba9d55f28cc
,dolly273,8414,926f71b2-f2b4-45ee-8b7a-18a426995e32
,dollycoffee,6834,be228514-e80b-4094-b43d-14c99506d71f
201809-015038,dollysk,8728,c4db7e46-48e1-41a4-a6ba-1ecdfb0476e7
201810-015082,domo,8953,d0cbc093-6037-461f-9af7-8e9a26365e00
,DOMOCHEW,4704,73014ff2-363e-4592-ae19-7d1a1f41916b
201709-001456,DONGFUN,5312,2fcd167c-e51e-440b-9e7f-cde5fbaccf15
201700-000020,donghe,6189,60f897f2-d87c-4d24-9078-d8b9d519ce3d
,donnie2013,3242,70c43bb0-7767-458e-9b8d-eacb495f19df
,donniesyc,2146,22d1c20c-d718-4f91-9784-8976ece842f8
,dora,6524,71cd3d42-3a3a-4aad-9a1b-9542569d66da
201805-012013,dorarena,6863,acc60477-e87c-4fea-be1f-760f9959e06d
201710-001669,dore61844798,5165,fae1bbcf-1051-47a2-ad2a-6b450988d726
201808-014181,dorm2a,7893,f7a6c906-db67-44bb-82b6-22111d52f0e5
,dorm2b,7894,f2816ecd-a559-4d9b-86d3-1538fac676d6
,dorotacafe,8001,c96e9531-2713-424d-bc2b-a36cc1b0ec88
201805-012129,dorper2,6912,abffbbd6-6997-4443-94a0-3f1f67a1043d
201804-011609,doruij,6911,26096a9e-4010-48e3-95dc-1b5c11884acd
,dosankanroku,1618,cff1a06e-69e7-47e2-a1ac-15f3eda9fde9
,dosantainan,4599,55b89a87-1d0b-4d48-b9d6-e7379ef30ddd
201700-000457,dospisos,124,c7d05719-65c3-4343-bc6c-f2e6f044a304
201809-014542,dotea,8050,7ea7215e-2823-4601-83c6-8b93c9f6c73e
201802-010394,double8,6438,899fced2-1804-4ebf-ac34-1aebf505df71
201700-002827,doubleeats,4190,e072660f-36a3-4d86-94e6-d750a3edc9c0
201808-014040,doublefitness,7845,c8e59b8e-f142-444b-b589-32aa18673544
,doublefrc,3430,4cfd7ea3-352f-4daa-aa82-c181ed1237f2
